Date,Day_Wk,nb_crimes,nb_aggravated,nb_simple,nb_vandalism,nb_robbery,nb_larceny,nb_fraud,nb_selected,TEMP,TMAX_C,TMIN_C,DEWP,VISIB,Wind,PRCP,y2012,y2013,y2014,y2015,y2016,y2017,year,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Weekend,DEWP_lag,WDSP_lag,PRCP_lag,TEMP_lag,Season,Summer,Fall,Winter,Spring,heat.index,DayMonth,DayMonth_3,DayMonth1,DayMonth2,DayMonth3,DayMonth1_15_30,LastDayMonth,FirstDayMonth,MidDayMonth,SNOW,Events,Holidays,Snow,Rain,WindxRain,WindxHeatIndex
07/08/12,Sunday,177,8,19,13,7,31,3,42,26.44444444,31.72222222,21.72222222,15.94444444,10,8.5,0,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,NA,NA,NA,NA,Summer,1,0,0,0,27,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,229.5
07/09/12,Monday,285,6,17,14,7,48,11,37,24.33333333,31.72222222,20,9.666666667,10,7.9,0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,15.94444444,8.5,0,26.44444444,Summer,1,0,0,0,24,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,189.6
07/10/12,Tuesday,263,11,20,15,3,43,10,49,22.72222222,28.88888889,18.27777778,9.666666667,10,5.5,0,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,9.666666667,7.9,0,24.33333333,Summer,1,0,0,0,22,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,121
07/11/12,Wednesday,246,8,15,17,2,35,4,43,23.16666667,28.27777778,18.27777778,14.5,10,6.7,0,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,9.666666667,5.5,0,22.72222222,Summer,1,0,0,0,23,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,154.1
07/12/12,Thursday,251,7,12,22,3,49,9,43,24.5,30,18.88888889,15.61111111,10,8.6,0,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,14.5,6.7,0,23.16666667,Summer,1,0,0,0,25,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,215
07/13/12,Friday,264,11,19,13,8,35,10,43,25.72222222,32.22222222,18.88888889,15.27777778,10,10.6,0,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,15.61111111,8.6,0,24.5,Summer,1,0,0,0,26,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,275.6
07/14/12,Saturday,213,10,20,13,6,29,3,46,26.66666667,32.77777778,20.61111111,15.88888889,10,8.3,0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,15.27777778,10.6,0,25.72222222,Summer,1,0,0,0,27,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,224.1
07/15/12,Sunday,235,3,20,16,7,50,2,39,27.83333333,32.77777778,22.22222222,17.66666667,10,7.9,0,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,15.88888889,8.3,0,26.66666667,Summer,1,0,0,0,29,15,2,0,1,0,2,0,0,1,0,0,0,0,0,0,229.1
07/16/12,Monday,248,8,20,11,8,46,9,41,26.16666667,32.77777778,22.22222222,20.05555556,10,9.6,0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,17.66666667,7.9,0,27.83333333,Summer,1,0,0,0,28,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,268.8
07/17/12,Tuesday,279,9,22,13,1,35,8,48,28.61111111,35.61111111,22.22222222,19.05555556,10,7.8,0,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,20.05555556,9.6,0,26.16666667,Summer,1,0,0,0,30,17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,234
07/18/12,Wednesday,227,4,12,9,5,32,5,27,27.72222222,31.72222222,21,19.55555556,8.7,9.5,0,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,19.05555556,7.8,0,28.61111111,Summer,1,0,0,0,29,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,275.5
07/19/12,Thursday,263,3,7,14,2,49,6,27,22.22222222,31.72222222,18.88888889,16.27777778,9.9,6.9,1.8,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,19.55555556,9.5,0,27.72222222,Summer,1,0,0,0,22,19,2,0,1,0,0,0,0,0,0,0,0,0,1,6.9,151.8
07/20/12,Friday,306,9,19,20,9,48,7,49,20.16666667,23.27777778,18.88888889,15,10,6.5,0.06,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,16.27777778,6.9,1.8,22.22222222,Summer,1,0,0,0,20,20,2,0,1,0,0,0,0,0,0,0,0,0,1,6.5,130
07/21/12,Saturday,267,4,23,20,3,42,5,48,19.77777778,23.27777778,16.11111111,14.11111111,10,5.1,0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,15,6.5,0.06,20.16666667,Summer,1,0,0,0,20,21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,102
07/22/12,Sunday,222,6,10,19,6,42,4,35,22.38888889,28.88888889,16.11111111,13.61111111,10,8.5,0,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,14.11111111,5.1,0,19.77777778,Summer,1,0,0,0,22,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,187
07/23/12,Monday,256,4,12,12,10,31,11,29,23.05555556,30,16.11111111,17.16666667,9.9,9.6,0.02,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,13.61111111,8.5,0,22.38888889,Summer,1,0,0,0,23,23,3,0,0,1,0,0,0,0,0,0,0,0,1,9.6,220.8
07/24/12,Tuesday,233,0,24,13,3,24,13,37,24.66666667,32.77777778,18.88888889,20.33333333,9.3,9.2,0.05,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,17.16666667,9.6,0.02,23.05555556,Summer,1,0,0,0,25,24,3,0,0,1,0,0,0,0,0,0,0,0,1,9.2,230
07/25/12,Wednesday,251,6,17,14,6,45,5,40,22.72222222,32.77777778,18.27777778,11.77777778,9.7,11.1,0.5,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,20.33333333,9.2,0.05,24.66666667,Summer,1,0,0,0,22,25,3,0,0,1,0,0,0,0,0,0,0,0,1,11.1,244.2
07/26/12,Thursday,271,3,14,13,8,47,5,33,23,28.88888889,18.27777778,16.33333333,10,5.9,0,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,11.77777778,11.1,0.5,22.72222222,Summer,1,0,0,0,23,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,135.7
07/27/12,Friday,259,5,9,15,7,39,7,32,21.77777778,28.88888889,17.77777778,19.11111111,8.2,5.9,0.02,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,16.33333333,5.9,0,23,Summer,1,0,0,0,22,27,3,0,0,1,0,0,0,0,0,0,0,0,1,5.9,129.8
07/28/12,Saturday,261,7,15,15,11,36,6,38,19.66666667,26.11111111,17.22222222,17.38888889,8.1,4.4,0.57,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,19.11111111,5.9,0.02,21.77777778,Summer,1,0,0,0,20,28,3,0,0,1,0,0,0,0,0,0,0,0,1,4.4,88
07/29/12,Sunday,207,11,9,17,4,41,5,39,19.77777778,22.77777778,17.22222222,17.61111111,8.1,8.2,0.3,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,17.38888889,4.4,0.57,19.66666667,Summer,1,0,0,0,20,29,3,0,0,1,0,0,0,0,0,0,0,0,1,8.2,164
07/30/12,Monday,256,9,20,14,4,44,9,43,20.88888889,27.22222222,17.22222222,16.27777778,9.9,6.2,0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,17.61111111,8.2,0.3,19.77777778,Summer,1,0,0,0,21,30,3,0,0,1,0,0,0,0,0,0,0,0,0,0,130.2
07/31/12,Tuesday,221,10,14,12,8,35,4,39,19.94444444,27.22222222,17.22222222,16.61111111,9.3,7.8,0,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,16.27777778,6.2,0,20.88888889,Summer,1,0,0,0,20,31,3,0,0,1,3,1,0,0,0,0,0,0,0,0,156
08/01/12,Wednesday,263,4,12,7,4,35,17,23,21.77777778,25,19,19.11111111,7.5,7.2,0.49,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,16.61111111,7.8,0,19.94444444,Summer,1,0,0,0,22,1,1,1,0,0,1,0,1,0,0,0,0,0,1,7.2,158.4
08/02/12,Thursday,231,4,12,15,5,29,9,31,23.66666667,30,20,19.77777778,9.8,6.7,0.79,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,19.11111111,7.2,0.49,21.77777778,Summer,1,0,0,0,24,2,1,1,0,0,0,0,0,0,0,0,0,0,1,6.7,160.8
08/03/12,Friday,260,7,15,9,4,35,9,31,27.27777778,33.27777778,20,19.77777778,9.4,9.6,0,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,19.77777778,6.7,0.79,23.66666667,Summer,1,0,0,0,29,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,278.4
08/04/12,Saturday,249,13,23,14,5,39,4,50,26.11111111,33.27777778,22.22222222,21.16666667,8.8,6.9,0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,19.77777778,9.6,0,27.27777778,Summer,1,0,0,0,28,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,193.2
08/05/12,Sunday,212,5,18,12,5,35,8,35,26.38888889,31.11111111,22.22222222,22,9.9,9.7,0,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,21.16666667,6.9,0,26.11111111,Summer,1,0,0,0,28,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,271.6
08/06/12,Monday,220,3,19,12,4,24,9,34,26,31.11111111,22.22222222,18.27777778,9.9,10.5,0.08,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,22,9.7,0,26.38888889,Summer,1,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0,0,1,10.5,283.5
08/07/12,Tuesday,248,6,18,12,5,40,6,37,22.88888889,29.38888889,19.38888889,14.61111111,10,6.5,0,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,18.27777778,10.5,0.08,26,Summer,1,0,0,0,23,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,149.5
08/08/12,Wednesday,258,10,17,12,4,34,11,40,23.5,28.27777778,18.88888889,17.83333333,10,7.4,0,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,14.61111111,6.5,0,22.88888889,Summer,1,0,0,0,24,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,177.6
08/09/12,Thursday,270,7,23,22,8,47,7,52,24.27777778,28.27777778,18.88888889,19.5,9,8,0,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,17.83333333,7.4,0,23.5,Summer,1,0,0,0,25,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,200
08/10/12,Friday,233,3,18,15,6,33,6,36,24,28.88888889,20.61111111,21.11111111,8.2,8.2,0,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,19.5,8,0,24.27777778,Summer,1,0,0,0,25,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,205
08/11/12,Saturday,266,13,28,18,5,34,3,60,23.5,28.88888889,20.61111111,20.77777778,9.6,6.6,1.17,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,21.11111111,8.2,0,24,Summer,1,0,0,0,24,11,2,0,1,0,0,0,0,0,0,0,0,0,1,6.6,158.4
08/12/12,Sunday,220,13,16,27,6,42,4,60,25.05555556,28.88888889,21.72222222,21.5,9.6,7.9,0.01,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,20.77777778,6.6,1.17,23.5,Summer,1,0,0,0,26,12,2,0,1,0,0,0,0,0,0,0,0,0,1,7.9,205.4
08/13/12,Monday,252,4,16,10,4,50,10,30,25.44444444,30,21.72222222,18.11111111,9.9,7.8,0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,21.5,7.9,0.01,25.05555556,Summer,1,0,0,0,26,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,202.8
08/14/12,Tuesday,262,5,12,15,6,36,11,33,25.16666667,30,21.11111111,16.05555556,10,6.8,0,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,18.11111111,7.8,0,25.44444444,Summer,1,0,0,0,25,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,170
08/15/12,Wednesday,272,6,17,12,4,41,9,37,23.83333333,28.88888889,18.88888889,18.61111111,8.8,5.9,0,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,16.05555556,6.8,0,25.16666667,Summer,1,0,0,0,24,15,2,0,1,0,2,0,0,1,0,0,0,0,0,0,141.6
08/16/12,Thursday,244,5,9,13,3,48,6,28,24,29.38888889,19.38888889,17.61111111,9.9,7.2,0.83,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,18.61111111,5.9,0,23.83333333,Summer,1,0,0,0,24,16,2,0,1,0,0,0,0,0,0,0,0,0,1,7.2,172.8
08/17/12,Friday,267,5,13,14,4,46,14,32,24.94444444,30,18.88888889,16.16666667,10,7.8,0,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,17.61111111,7.2,0.83,24,Summer,1,0,0,0,25,17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,195
08/18/12,Saturday,241,8,13,10,3,37,9,31,21.61111111,30,18.27777778,16.61111111,10,6.8,0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,16.16666667,7.8,0,24.94444444,Summer,1,0,0,0,22,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,149.6
08/19/12,Sunday,238,5,20,20,6,47,3,45,19.22222222,22.77777778,16.11111111,14.77777778,10,5.4,0.04,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,16.61111111,6.8,0,21.61111111,Summer,1,0,0,0,19,19,2,0,1,0,0,0,0,0,0,0,0,0,1,5.4,102.6
08/20/12,Monday,242,9,14,11,9,40,4,36,20.11111111,23.88888889,16.11111111,14.61111111,10,5.1,0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,14.77777778,5.4,0.04,19.22222222,Summer,1,0,0,0,20,20,2,0,1,0,0,0,0,0,0,0,0,0,0,0,102
08/21/12,Tuesday,262,7,11,22,10,40,5,43,22.55555556,28.27777778,16.72222222,14.11111111,10,6.6,0,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,14.61111111,5.1,0,20.11111111,Summer,1,0,0,0,22,21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,145.2
08/22/12,Wednesday,233,1,19,13,3,43,7,33,22.55555556,28.27777778,18.88888889,13.66666667,10,6,0,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,14.11111111,6.6,0,22.55555556,Summer,1,0,0,0,22,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,132
08/23/12,Thursday,247,4,18,15,1,39,15,39,24.16666667,30.61111111,18.88888889,15.44444444,10,6.6,0,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,13.66666667,6,0,22.55555556,Summer,1,0,0,0,24,23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,158.4
08/24/12,Friday,262,7,18,14,5,50,4,41,23.22222222,30.61111111,18.88888889,17.5,9.9,7.2,0,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,15.44444444,6.6,0,24.16666667,Summer,1,0,0,0,23,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,165.6
08/25/12,Saturday,242,3,29,15,7,37,3,51,21.55555556,25.61111111,19.38888889,18,8.3,5.3,0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,17.5,7.2,0,23.22222222,Summer,1,0,0,0,22,25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,116.6
08/26/12,Sunday,245,5,20,15,9,40,4,41,20.83333333,25,17.77777778,16.33333333,10,5.1,0,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,18,5.3,0,21.55555556,Summer,1,0,0,0,21,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,107.1
08/27/12,Monday,237,8,16,11,3,35,8,38,22.33333333,29.38888889,16.72222222,15.77777778,10,7.8,0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,16.33333333,5.1,0,20.83333333,Summer,1,0,0,0,22,27,3,0,0,1,0,0,0,0,0,0,0,0,0,0,171.6
08/28/12,Tuesday,256,4,17,13,3,42,8,35,24.38888889,30,16.72222222,19.94444444,9,8.3,0.02,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,15.77777778,7.8,0,22.33333333,Summer,1,0,0,0,25,28,3,0,0,1,0,0,0,0,0,0,0,0,1,8.3,207.5
08/29/12,Wednesday,257,13,21,13,10,38,2,50,20.83333333,30,16.72222222,10.44444444,9.9,8.5,0.13,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,19.94444444,8.3,0.02,24.38888889,Summer,1,0,0,0,20,29,3,0,0,1,0,0,0,0,0,0,0,0,1,8.5,170
08/30/12,Thursday,270,6,16,14,9,30,9,37,22.33333333,28.27777778,15.61111111,9.611111111,9.9,8.9,0,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,10.44444444,8.5,0.13,20.83333333,Summer,1,0,0,0,22,30,3,0,0,1,0,0,0,0,0,0,0,0,0,0,195.8
08/31/12,Friday,271,12,22,17,4,34,10,52,25.72222222,32.22222222,15.61111111,11.05555556,9.9,13.3,0,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,9.611111111,8.9,0,22.33333333,Summer,1,0,0,0,25,31,3,0,0,1,3,1,0,0,0,0,0,0,0,0,332.5
09/01/12,Saturday,310,7,29,20,4,45,11,57,23.55555556,32.22222222,18.88888889,15.05555556,10,9.2,0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,11.05555556,13.3,0,25.72222222,Fall,0,1,0,0,24,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,220.8
09/02/12,Sunday,245,10,21,13,7,32,4,44,19.33333333,26.72222222,17.22222222,14.38888889,10,5.1,0,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,15.05555556,9.2,0,23.55555556,Fall,0,1,0,0,19,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,96.9
09/03/12,Monday,188,7,12,11,5,35,9,30,18.61111111,22.77777778,15,15.38888889,8.1,6.5,0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,14.38888889,5.1,0,19.33333333,Fall,0,1,0,0,19,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,123.5
09/04/12,Tuesday,266,5,20,12,6,40,15,37,18.77777778,22.22222222,15,16.16666667,8.6,6,0.07,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,15.38888889,6.5,0,18.61111111,Fall,0,1,0,0,19,4,1,1,0,0,0,0,0,0,0,0,0,0,1,6,114
09/05/12,Wednesday,227,6,15,14,12,30,3,35,23.5,27.77777778,17.22222222,20.88888889,7.4,9.7,0.96,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,16.16666667,6,0.07,18.77777778,Fall,0,1,0,0,24,5,1,1,0,0,0,0,0,0,0,0,0,0,1,9.7,232.8
09/06/12,Thursday,237,8,15,12,5,33,11,36,21.22222222,27.77777778,18.27777778,17.11111111,10,3.6,0.07,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,20.88888889,9.7,0.96,23.5,Fall,0,1,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0,0,1,3.6,75.6
09/07/12,Friday,295,6,18,14,5,42,11,39,22.44444444,27.77777778,18.27777778,19.05555556,9.4,7,0,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,17.11111111,3.6,0.07,21.22222222,Fall,0,1,0,0,23,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,161
09/08/12,Saturday,251,6,20,12,7,53,3,38,23.77777778,27.77777778,20,20.27777778,8.4,11,0.43,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,19.05555556,7,0,22.44444444,Fall,0,1,0,0,24,8,1,1,0,0,0,0,0,0,0,0,0,0,1,11,264
09/09/12,Sunday,218,8,17,18,7,30,2,43,19.83333333,27.77777778,17.22222222,14.11111111,9.7,8.4,0.71,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,20.27777778,11,0.43,23.77777778,Fall,0,1,0,0,20,9,1,1,0,0,0,0,0,0,0,0,0,0,1,8.4,168
09/10/12,Monday,261,6,19,13,14,35,11,42,17.38888889,23.88888889,14.38888889,10,10,8.8,0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,14.11111111,8.4,0.71,19.83333333,Fall,0,1,0,0,17,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,149.6
09/11/12,Tuesday,260,5,19,9,5,44,5,38,16.33333333,22.77777778,11.72222222,5.555555556,10,8,0,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,10,8.8,0,17.38888889,Fall,0,1,0,0,15,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,120
09/12/12,Wednesday,267,7,11,12,6,42,12,31,17.44444444,22.77777778,11.72222222,9.722222222,10,5.3,0,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,5.555555556,8,0,16.33333333,Fall,0,1,0,0,17,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,90.1
09/13/12,Thursday,262,9,21,14,6,27,10,44,20.94444444,27.77777778,11.72222222,14.5,10,7.7,0,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,9.722222222,5.3,0,17.44444444,Fall,0,1,0,0,21,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,161.7
09/14/12,Friday,287,3,13,14,3,58,8,32,21,27.77777778,15.61111111,15.55555556,10,8.7,0,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,14.5,7.7,0,20.94444444,Fall,0,1,0,0,21,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,182.7
09/15/12,Saturday,254,7,21,19,7,29,6,47,19.5,27.22222222,16.11111111,13.05555556,9.7,10.4,0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,15.55555556,8.7,0,21,Fall,0,1,0,0,19,15,2,0,1,0,2,0,0,1,0,0,0,0,0,0,197.6
09/16/12,Sunday,217,12,15,11,6,40,4,41,17.11111111,23.27777778,12.22222222,6.444444444,10,7.5,0.12,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,13.05555556,10.4,0,19.5,Fall,0,1,0,0,16,16,2,0,1,0,0,0,0,0,0,0,0,0,1,7.5,120
09/17/12,Monday,256,7,13,16,6,43,11,38,16.77777778,21.72222222,11.72222222,7.777777778,10,5.5,0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,6.444444444,7.5,0.12,17.11111111,Fall,0,1,0,0,16,17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,88
09/18/12,Tuesday,271,5,18,10,7,51,6,34,18.66666667,23.88888889,11.72222222,14.72222222,10,10.2,0,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,7.777777778,5.5,0,16.77777778,Fall,0,1,0,0,19,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,193.8
09/19/12,Wednesday,222,7,8,12,5,39,6,28,20.55555556,23.88888889,14.38888889,12.61111111,9.2,14.4,0.7,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,14.72222222,10.2,0,18.66666667,Fall,0,1,0,0,20,19,2,0,1,0,0,0,0,0,0,0,0,0,1,14.4,288
09/20/12,Thursday,238,4,13,18,3,45,7,35,14.44444444,22.22222222,10.61111111,7.111111111,10,8.5,0.61,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,12.61111111,14.4,0.7,20.55555556,Fall,0,1,0,0,14,20,2,0,1,0,0,0,0,0,0,0,0,0,1,8.5,119
09/21/12,Friday,301,6,18,18,10,58,10,42,13.38888889,17.22222222,10.61111111,9.444444444,10,5.3,0,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,7.111111111,8.5,0.61,14.44444444,Fall,0,1,0,0,13,21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,68.9
09/22/12,Saturday,266,10,19,14,5,44,3,45,15.44444444,19.38888889,10.61111111,13.11111111,6.9,5.8,0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,9.444444444,5.3,0,13.38888889,Fall,0,1,0,0,15,22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,87
09/23/12,Sunday,224,4,15,12,5,46,4,33,18.66666667,21.72222222,13.27777778,11.38888889,9.9,9.9,0.02,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,13.11111111,5.8,0,15.44444444,Fall,0,1,0,0,18,23,3,0,0,1,0,0,0,0,0,0,0,0,1,9.9,178.2
09/24/12,Monday,257,3,24,17,9,41,6,46,14.88888889,21.72222222,10.61111111,4.111111111,10,8.2,0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,11.38888889,9.9,0.02,18.66666667,Fall,0,1,0,0,14,24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,114.8
09/25/12,Tuesday,280,7,16,16,4,42,10,39,15.72222222,22.77777778,9.388888889,5.5,10,11.3,0,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,4.111111111,8.2,0,14.88888889,Fall,0,1,0,0,15,25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,169.5
09/26/12,Wednesday,264,14,14,8,7,32,13,37,18.5,23.27777778,9.388888889,13.55555556,10,10.2,0,1,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,5.5,11.3,0,15.72222222,Fall,0,1,0,0,18,26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,183.6
09/27/12,Thursday,249,5,15,8,6,42,5,29,18.33333333,23.27777778,13.88888889,12.72222222,10,9.2,0,1,0,0,0,0,0,2012,0,0,0,0,1,0,0,0,13.55555556,10.2,0,18.5,Fall,0,1,0,0,18,27,3,0,0,1,0,0,0,0,0,0,0,0,0,0,165.6
09/28/12,Friday,274,5,12,13,7,56,4,32,13.77777778,20.61111111,12.22222222,10.88888889,9,6.3,0.04,1,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,12.72222222,9.2,0,18.33333333,Fall,0,1,0,0,13,28,3,0,0,1,0,0,0,0,0,0,0,0,1,6.3,81.9
09/29/12,Saturday,235,5,11,8,4,32,6,25,13.38888889,14.38888889,12.22222222,11.83333333,7.3,9,0.77,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,1,10.88888889,6.3,0.04,13.77777778,Fall,0,1,0,0,13,29,3,0,0,1,0,0,0,0,0,0,0,0,1,9,117
09/30/12,Sunday,222,12,9,17,3,24,1,38,13.33333333,15,12.77777778,11.33333333,9.5,4.5,0.02,1,0,0,0,0,0,2012,0,0,0,1,0,0,0,1,11.83333333,9,0.77,13.38888889,Fall,0,1,0,0,13,30,3,0,0,1,3,1,0,0,0,0,0,0,1,4.5,58.5
10/01/12,Monday,271,8,17,16,5,41,14,44,14.33333333,20,10,9.611111111,10,13.5,0.21,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,11.33333333,4.5,0.02,13.33333333,Fall,0,1,0,0,14,1,1,1,0,0,1,0,1,0,0,0,0,0,1,13.5,189
10/02/12,Tuesday,244,3,18,17,3,37,7,38,16.94444444,21.72222222,10,11.44444444,10,6.5,0,1,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,9.611111111,13.5,0.21,14.33333333,Fall,0,1,0,0,17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,110.5
